CDKN1A,FKBP4,DAZ3,DNAJA1,ECH1,RBMY1B,GABARAP,MAL2,EDA2R,ITPA,EIF4A1,CTTN,RAB18,GPX4,EIF6,TIMP1,HLA.DQB1,TYMP,PAM,PGRMC1,stage
-0.942259556939513,-0.287017591311864,0.41046503598689,-0.771446532644296,0.35806287294262,0.612925510528658,-0.2338186287,-1.08483154470943,-0.0541971123383626,2.26689106402049,-1.69702944223887,1.16939810558622,-0.0518892925598201,-0.255271517340023,-1.76710910139981,-0.949845921917855,1.36050749771779,0.858428943436116,-0.955143585619441,0.573365607849861,1
-0.352346885176753,-0.916553358012683,-1.12957167757159,1.09021871043637,-0.122047072078268,-2.92978980313369,1.19622084824298,-0.54469062185094,-0.838618160682282,0.0310613913053235,0.33852962918244,1.01006292692294,-1.91206299387073,-0.595032347696543,1.23733651223471,-0.560342774219648,-1.71235054789486,0.708074795817545,-0.472910309277968,1.15694855667788,0
-1.42777375012432,2.0575663256301,0.915164299695352,-0.271459040467474,0.842502311168971,0.344374636685293,0.403368210287546,0.224739790935498,-0.48557805017241,0.172741983598937,1.02435948523568,1.01484612864642,-0.842917277700898,0.502663936486065,0.185462284007227,-2.22463629922796,0.116977409905568,-0.139541612330835,2.37222415944283,-2.15626471341725,0
0.722191150954183,0.0820799935405465,0.747777692589987,-1.72288584706429,0.460583907620939,1.78983552404178,-0.564651572444779,0.152901750976997,-0.58794932417423,-0.00934458074513275,-1.21293098516481,1.56058311864348,0.147929341131424,0.554313103202785,-1.04479236882826,-0.812764341904521,-0.0551904150834905,-0.612212224961612,-0.0840696862500581,-0.704129616562013,0
-0.733035587710024,-0.378533614557739,-0.97003086592656,1.4308657670492,-0.431006592562334,-2.58805223474425,0.837478168327646,-0.396420976026756,-0.473143991870733,0.558305941491262,0.689688691806927,0.715979998241274,-0.86830404021489,-0.233505448110102,0.900733096181959,0.779974966424751,-0.718509683620448,-0.571198306247599,0.515239081460336,0.527993450131328,0
0.359090032901812,1.10310984877661,-1.15756120173019,-1.09705990258442,0.301524106352192,-0.584646551577992,-0.416768910043016,-0.119517986962567,-0.237769686262563,-0.980716730338897,0.172940021880024,-0.276891921522797,-2.2757045373187,0.316266545146698,-0.0488024960263899,0.221525565259135,-0.574871517880106,0.842132186098855,1.23568600692718,1.16007579852327,0
0.286927909648625,0.683865131816781,0.995871991296588,0.235425163417635,-0.63298627403157,1.19668178724011,-0.222409036370528,-1.35392637906935,-0.518119722042143,0.247354151067438,-0.606145970779966,-0.691301224702659,-0.718287718681174,0.0635351234208926,1.83217918438862,0.181602163963734,0.740203244583201,-0.911816720051726,-0.319764459324089,0.634520291072922,0
0.314522066058266,1.16913730391396,0.250594388096077,-0.299817651394161,0.05863910135932,-1.79806862093772,-0.768343245149139,0.716984755677811,0.130426185730811,-1.13425115968103,0.953776797695558,0.804411805060487,-0.0492835121488419,1.14002570711741,0.982597372775777,0.536167186520187,-0.41865941580893,-0.116120365025908,1.81848612699562,0.0150883355626298,0
0.023393014171218,0.244280058475228,-0.38933546785177,1.55768990526921,1.18039027280315,0.153500426957512,1.88483881328693,0.567732503197439,2.92946142004212,-0.521026722458495,-0.0283831436093214,-1.85174798988928,0.392238605461065,-0.111592498789424,-0.759883902900565,0.347996242804171,-0.23314665352197,-0.771724228575779,0.179025490282272,0.643525194125685,0
1.04134737036425,-0.315128890879849,-1.19599008981309,2.58044991175424,0.37574978154343,0.117885559569869,-0.629729700374771,0.770464377307342,1.09252210101643,1.9379243678199,-0.784995866920453,0.327854201992463,-0.334624632581556,1.47984154757219,-2.19369463168899,1.1964282867839,0.503047138042301,0.143144820191302,0.648078115027488,-0.679220888227877,1
1.06029090489199,-0.895333647658356,1.87331061970486,-0.0036610803950134,-0.34995673946432,0.881847628659705,-0.348529870012233,-0.826294376943039,-0.292559028059227,0.363389144080948,0.550623836933283,-0.85258151218677,-1.88249322405052,-0.503864470200166,-0.60039983434543,-0.416185992259373,1.07166372841127,-0.170974596882668,-0.0903057114721792,-2.26619695148909,1
-1.5478526152219,0.279196335721979,1.14490218337236,1.26918445112805,-0.888809890800384,-0.901686191924944,-0.603064510528311,0.408473095508885,-0.634273044806917,0.365768367500461,0.838498489148447,-1.11547114226156,0.974958800444647,0.373334038102917,1.54827307483225,-1.9270265488769,-0.885849984350159,0.805600738799987,0.515683098133912,0.0345677103837041,0
0.417725362615521,-2.37600401467062,-0.701499963059746,1.65383990328801,1.73531660180755,1.28738862639245,0.470139027297195,-0.222851449582494,-0.68671161046512,-0.81057197382512,1.33714623345317,-0.942960733355147,1.75884459536146,0.261309231148624,0.308936089508293,3.31573092964233,-1.46052572018574,0.636405089529271,-1.80267477431521,-0.0309729344601894,1
0.531725072022361,-0.0563305197371607,1.32599611978571,-0.192010797964051,-0.469133441617472,0.14613213043169,-0.329602242375274,-0.371129466257064,-1.05391748104165,-0.498565546103153,1.51744526424469,0.123925228294602,1.08065960793239,1.51996287226638,-0.272015836523278,2.06603363161437,0.937919803405007,-0.461938041460676,0.509921362579062,-0.213710058067096,0
0.72267159417015,-0.0144579523667528,-0.210929112652059,0.593998805641152,-0.0405844234546239,0.528796719002163,0.481218503462925,0.722355915626701,1.54000070633365,-2.0363127299565,1.69130792055674,-0.885409879900312,0.00858809825290486,-0.125087258495175,-0.207324629965905,0.640681866465691,-0.257404380764433,-0.209836038390661,-0.372517658445723,-0.627394303864165,0
0.18577440408693,-1.18638815039426,0.00182068034873756,-0.503934254150496,-0.891061434018564,1.43968314657235,-0.176080165968922,-1.38128043624439,-0.0318338580806055,-0.0397726845164281,1.79133302416467,0.816489363559556,1.12716781079214,1.57550174717464,-0.661185568320054,0.585366223707453,0.493656323092074,-0.766309160830781,-0.277084057670024,-0.853861830111649,0
-0.0247447467444899,-0.426505590851851,-0.929877720186159,-0.376977752802342,-0.731887150239587,-0.59982115426583,0.303135679344423,0.212822085413736,-1.06159643166575,-0.257601650103609,0.126773555285853,0.673048617422251,-0.325557514818422,-0.856916900426674,-0.388048423568355,-0.279483298623308,0.00305446948740032,-0.208644635285806,0.498526086999525,0.182250312608653,0
0.266159485126491,1.17566071697433,0.232784710051054,-0.294064288345134,0.0279251815696413,-1.7412912130877,-0.747562318240744,0.712939534611042,0.130915915618904,-1.13908520215157,0.959829820752736,0.788028561802547,-0.0438589921392118,1.14069407450007,0.964356942070105,0.542565589206974,-0.401779193835369,-0.134549587475045,1.80539064394533,0.0259693156333473,0
0.17111456938618,-1.22422555617131,-0.00821735811275509,-0.510326547029596,-0.796935242036527,1.37895906267735,-0.285491871642797,-1.43024731367501,-0.00684472305723105,-0.00593386679621133,1.7530030557234,0.78984039222237,1.12886164652144,1.47961790964008,-0.659593980343048,0.56964212524272,0.559723997777077,-0.742125519883228,-0.254526462220046,-0.850040526097004,0
